tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,tweet_created
5.70E+17,negative,1,Can't Tell,0.6919,United,medictom,0,2/23/15 12:29
5.70E+17,neutral,0.6821,,0,United,FlyEIA,0,2/23/15 12:28
5.70E+17,positive,0.643,,0,United,jbuhl35,0,2/23/15 12:26
5.70E+17,positive,0.6627,,0,United,HeyAileen,0,2/23/15 12:25
5.70E+17,negative,1,Late Flight,1,United,nfranco,0,2/23/15 12:25
5.70E+17,negative,1,Lost Luggage,1,United,juangarcia202,0,2/23/15 12:25
5.70E+17,negative,1,Lost Luggage,1,United,KeamBleam,0,2/23/15 12:22
5.70E+17,negative,0.6721,Customer Service Issue,0.6721,United,underceg,0,2/23/15 12:22
5.70E+17,negative,1,Flight Attendant Complaints,1,United,godvertiser,0,2/23/15 12:22
5.70E+17,negative,1,Customer Service Issue,1,United,KateRChrisman,0,2/23/15 12:19
5.70E+17,negative,0.6661,Late Flight,0.6661,United,DianeReischling,0,2/23/15 12:16
5.70E+17,negative,1,Customer Service Issue,0.6633,United,CarrieMantha,0,2/23/15 12:15
5.70E+17,negative,0.6875,Customer Service Issue,0.3542,United,spumilia,0,2/23/15 12:14
5.70E+17,positive,1,,,United,JessicaLevin,0,2/23/15 12:14
5.70E+17,negative,0.6383,Cancelled Flight,0.3217,United,Lisa_Shaw777,0,2/23/15 12:11
5.70E+17,negative,1,Customer Service Issue,1,United,RonGaudelli,0,2/23/15 12:10
5.70E+17,negative,1,Late Flight,1,United,MeganHolstein,1,2/23/15 12:06
5.70E+17,positive,0.3433,,0,United,mfcompany,0,2/23/15 12:05
5.70E+17,negative,1,Bad Flight,1,United,segallsays,0,2/23/15 12:02
5.70E+17,negative,1,Customer Service Issue,1,United,KateRChrisman,0,2/23/15 12:02
5.70E+17,neutral,1,,,United,judell,0,2/23/15 11:58
5.70E+17,negative,1,Late Flight,0.3585,United,nikitee94,0,2/23/15 11:56
5.70E+17,negative,1,Customer Service Issue,1,United,KateRChrisman,0,2/23/15 11:49
5.70E+17,negative,1,Late Flight,1,United,ClarkeTheSpark,0,2/23/15 11:48
5.70E+17,negative,1,Bad Flight,0.6883,United,8629Fissile,0,2/23/15 11:47
5.70E+17,negative,1,Lost Luggage,0.6824,United,sgad1983,0,2/23/15 11:47
5.70E+17,neutral,0.7099,,,United,momsgoodeats,0,2/23/15 11:42
5.70E+17,neutral,0.6594,,0,United,momsgoodeats,0,2/23/15 11:41
5.70E+17,neutral,0.6461,,0,United,8629Fissile,0,2/23/15 11:32
5.70E+17,negative,1,Late Flight,0.6803,United,katiedonohue,0,2/23/15 11:27
5.70E+17,negative,1,Late Flight,1,United,kennykhlee,0,2/23/15 11:25
5.70E+17,negative,1,Late Flight,0.6867,United,ejohnson329,0,2/23/15 11:24
5.70E+17,positive,1,,,United,roxymtjoy,0,2/23/15 11:17
5.70E+17,negative,0.6671,Can't Tell,0.3651,United,Austin_Grisham,0,2/23/15 11:14
5.70E+17,negative,0.6506,Can't Tell,0.3535,United,Austin_Grisham,0,2/23/15 11:12
5.70E+17,negative,1,Damaged Luggage,0.665,United,raulcordenillo,0,2/23/15 11:09
5.70E+17,negative,1,Customer Service Issue,0.6196,United,underceg,0,2/23/15 11:08
5.70E+17,positive,1,,,United,koploperfan1992,0,2/23/15 11:07
5.70E+17,negative,0.6568,Can't Tell,0.3479,United,raulcordenillo,0,2/23/15 11:07
5.70E+17,negative,1,longlines,1,United,Nupe588,0,2/23/15 11:07
5.70E+17,negative,1,Late Flight,1,United,docmartin_10,0,2/23/15 11:07
5.70E+17,negative,1,Cancelled Flight,1,United,katiedonohue,0,2/23/15 11:06
5.70E+17,negative,1,Late Flight,0.6743,United,docmartin_10,0,2/23/15 11:06
5.70E+17,negative,1,Late Flight,1,United,CowboyPharmD,0,2/23/15 11:05
5.70E+17,negative,1,Bad Flight,0.6739,United,docmartin_10,0,2/23/15 11:05
5.70E+17,positive,0.7,,,United,franknoc,0,2/23/15 11:03
5.70E+17,neutral,0.6419,,0,United,Lisa_Shaw777,1,2/23/15 11:02
5.70E+17,negative,1,Flight Booking Problems,0.3602,United,aminghadersohi,0,2/23/15 11:01
5.70E+17,negative,1,Bad Flight,1,United,vancouverbrit,0,2/23/15 11:01
5.70E+17,neutral,0.6566,,,United,ADanaiBaker,0,2/23/15 10:57
5.70E+17,negative,0.7058,Customer Service Issue,0.7058,United,daesf,0,2/23/15 10:56
5.70E+17,negative,1,Cancelled Flight,0.6598,United,peskyspoll,0,2/23/15 10:54
5.70E+17,positive,1,,,United,CaroDavis2012,0,2/23/15 10:51
5.70E+17,positive,1,,,United,roxymtjoy,0,2/23/15 10:48
5.70E+17,negative,1,Lost Luggage,1,United,BeyondBlunt,0,2/23/15 10:46
5.70E+17,negative,1,Flight Attendant Complaints,0.6467,United,lisaboban,0,2/23/15 10:45
5.70E+17,positive,1,,,United,tmarsh83,0,2/23/15 10:43
5.70E+17,negative,1,Customer Service Issue,0.3587,United,GalbraithPeter,0,2/23/15 10:43
5.70E+17,negative,1,longlines,0.6667,United,jwints,0,2/23/15 10:39
5.70E+17,positive,0.6809,,,United,CaroDavis2012,0,2/23/15 10:38
5.70E+17,neutral,1,,,United,tmarsh83,0,2/23/15 10:36
5.70E+17,positive,1,,,United,hart0277,0,2/23/15 10:36
5.70E+17,negative,1,Cancelled Flight,1,United,sarahali,0,2/23/15 10:35
5.70E+17,negative,1,Cancelled Flight,1,United,tmarsh83,0,2/23/15 10:34
5.70E+17,negative,1,Late Flight,1,United,tmarsh83,0,2/23/15 10:34
5.70E+17,negative,0.6775,Customer Service Issue,0.3513,United,EnriqueGtz_,0,2/23/15 10:33
5.70E+17,neutral,0.3603,,0,United,aleciamastin,0,2/23/15 10:32
5.70E+17,negative,1,Late Flight,1,United,tmarsh83,0,2/23/15 10:32
5.70E+17,negative,1,Customer Service Issue,1,United,pamdelaney585,0,2/23/15 10:31
5.70E+17,positive,0.6349,,0,United,gwen1013,0,2/23/15 10:30
5.70E+17,positive,1,,,United,mydulcebella,0,2/23/15 10:25
5.70E+17,neutral,1,,,United,CaroDavis2012,0,2/23/15 10:23
5.70E+17,negative,0.6995,Can't Tell,0.6995,United,darrellwhitelaw,0,2/23/15 10:23
5.70E+17,negative,1,Cancelled Flight,1,United,VictoriaBCToday,2,2/23/15 10:18
5.70E+17,positive,1,,,United,2cJustice4all,0,2/23/15 10:18
5.70E+17,neutral,1,,,United,jcmpaz,0,2/23/15 10:16
5.70E+17,positive,0.6704,,,United,Lisa_Shaw777,0,2/23/15 10:15
5.70E+17,negative,1,Flight Attendant Complaints,0.6588,United,brianaverna,0,2/23/15 10:13
5.70E+17,neutral,1,,,United,mechv1963,0,2/23/15 10:13
5.70E+17,negative,1,Can't Tell,0.654,United,2cJustice4all,0,2/23/15 10:12
5.70E+17,positive,0.3586,,0,United,iworkinsmm,0,2/23/15 10:12
5.70E+17,negative,1,Late Flight,0.6827,United,krissy_missylg,0,2/23/15 10:12
5.70E+17,negative,0.7,Can't Tell,0.3705,United,2cJustice4all,0,2/23/15 10:11
5.70E+17,negative,1,Customer Service Issue,0.6613,United,raulcordenillo,1,2/23/15 10:10
5.70E+17,negative,1,Can't Tell,0.356,United,brianaverna,0,2/23/15 10:10
5.70E+17,negative,0.6768,Late Flight,0.6768,United,brianaverna,0,2/23/15 10:08
5.70E+17,negative,1,Bad Flight,0.69,United,JMS2802,0,2/23/15 10:06
5.70E+17,negative,1,Late Flight,1,United,chefpaulcia,0,2/23/15 10:04
5.70E+17,negative,1,Can't Tell,0.6732,United,_mhertz,1,2/23/15 10:04
5.70E+17,negative,1,Customer Service Issue,0.6906,United,_mhertz,1,2/23/15 10:03
5.70E+17,negative,0.679,Can't Tell,0.679,United,_mhertz,1,2/23/15 10:03
5.70E+17,negative,1,Bad Flight,0.6594,United,_mhertz,1,2/23/15 10:03
5.70E+17,negative,1,Customer Service Issue,0.6702,United,JMS2802,0,2/23/15 9:59
5.70E+17,negative,1,Flight Attendant Complaints,0.6854,United,DianeReischling,0,2/23/15 9:57
5.70E+17,neutral,0.7047,,0,United,iworkinsmm,0,2/23/15 9:57
5.70E+17,negative,0.6421,Late Flight,0.6421,United,BossDDS,0,2/23/15 9:57
5.70E+17,negative,0.7259,Can't Tell,0.3705,United,ADanaiBaker,0,2/23/15 9:55
5.70E+17,negative,1,Can't Tell,0.6421,United,fdashev,0,2/23/15 9:55
5.70E+17,neutral,0.6911,,0,United,GuruOfGanja,0,2/23/15 9:54
5.70E+17,negative,1,Cancelled Flight,1,United,VictoriaBCToday,1,2/23/15 9:53
5.70E+17,negative,1,Bad Flight,0.6731,United,DianeReischling,1,2/23/15 9:51
5.70E+17,negative,1,Cancelled Flight,1,United,patlee,0,2/23/15 9:48
5.70E+17,negative,0.6446,Bad Flight,0.3438,United,mfsanders,0,2/23/15 9:47
5.70E+17,negative,1,Customer Service Issue,0.3579,United,therealdavidsoo,0,2/23/15 9:46
5.70E+17,negative,0.6669,Can't Tell,0.3546,United,fdashev,0,2/23/15 9:46
5.70E+17,negative,1,Customer Service Issue,1,United,sbanoub,1,2/23/15 9:45
5.70E+17,negative,1,Can't Tell,0.6885,United,sbanoub,0,2/23/15 9:44
5.70E+17,negative,1,Late Flight,1,United,DianeReischling,0,2/23/15 9:44
5.70E+17,negative,1,Flight Booking Problems,0.6619,United,docmartin_10,0,2/23/15 9:43
5.70E+17,negative,1,Late Flight,0.6536,United,teamcrafty,0,2/23/15 9:43
5.70E+17,negative,0.6552,Late Flight,0.6552,United,teamcrafty,0,2/23/15 9:43
5.70E+17,negative,1,Customer Service Issue,0.6681,United,teamcrafty,0,2/23/15 9:42
5.70E+17,negative,1,Customer Service Issue,0.6657,United,teamcrafty,0,2/23/15 9:42
5.70E+17,negative,1,Late Flight,0.66,United,teamcrafty,0,2/23/15 9:41
5.70E+17,negative,1,Lost Luggage,0.6593,United,jwints,0,2/23/15 9:39
5.70E+17,negative,1,Customer Service Issue,0.6392,United,8629Fissile,0,2/23/15 9:39
5.70E+17,positive,1,,,United,anthonyNYSSF,0,2/23/15 9:36
5.70E+17,negative,1,longlines,0.6742,United,brianaverna,0,2/23/15 9:36
5.70E+17,negative,0.6557,Cancelled Flight,0.3278,United,ljtypes,0,2/23/15 9:34
5.70E+17,negative,1,Cancelled Flight,0.6507,United,PhilipRose,1,2/23/15 9:32
5.70E+17,negative,1,Late Flight,1,United,ADanaiBaker,0,2/23/15 9:32
5.70E+17,neutral,0.6872,,0,United,ADanaiBaker,0,2/23/15 9:30
5.70E+17,negative,1,Flight Attendant Complaints,0.3804,United,ADanaiBaker,0,2/23/15 9:28
5.70E+17,negative,1,Late Flight,1,United,chefpaulcia,0,2/23/15 9:27
5.70E+17,neutral,0.6448,,,United,ADanaiBaker,0,2/23/15 9:25
5.70E+17,negative,1,Late Flight,0.3511,United,MrEschatologist,0,2/23/15 9:23
5.70E+17,negative,1,Flight Attendant Complaints,0.3623,United,unvoiced,0,2/23/15 9:22
5.70E+17,negative,1,Flight Attendant Complaints,1,United,brianaverna,0,2/23/15 9:20
5.70E+17,negative,1,Customer Service Issue,1,United,d_goodspeed,0,2/23/15 9:20
5.70E+17,negative,1,Flight Attendant Complaints,0.3469,United,unvoiced,0,2/23/15 9:17
5.70E+17,positive,0.3646,,0,United,DanaHFreeman,0,2/23/15 9:16
5.70E+17,negative,1,Flight Attendant Complaints,0.6546,United,unvoiced,0,2/23/15 9:16
5.70E+17,negative,1,Can't Tell,0.3481,United,_mhertz,1,2/23/15 9:14
5.70E+17,negative,1,Customer Service Issue,0.6773,United,unvoiced,0,2/23/15 9:14
5.70E+17,negative,1,Flight Booking Problems,0.6632,United,unvoiced,0,2/23/15 9:12
5.70E+17,negative,1,Customer Service Issue,1,United,unvoiced,0,2/23/15 9:12
5.70E+17,positive,1,,,United,D_WaYnE_01,0,2/23/15 9:10
5.70E+17,positive,1,,,United,gwen1013,0,2/23/15 9:09
5.70E+17,negative,1,Can't Tell,0.3442,United,JuanseMolano,0,2/23/15 9:09
5.70E+17,negative,1,Customer Service Issue,1,United,JuanseMolano,0,2/23/15 9:08
5.70E+17,negative,1,Cancelled Flight,1,United,PhilipRose,0,2/23/15 9:04
5.70E+17,negative,1,Cancelled Flight,0.707,United,gwen1013,0,2/23/15 9:02
5.70E+17,neutral,1,,,United,BossDDS,0,2/23/15 9:02
5.70E+17,positive,0.6559,,,United,bravesandbeer,0,2/23/15 9:01
5.70E+17,negative,1,Customer Service Issue,0.6232,United,ChelseaRhane,0,2/23/15 9:00
5.70E+17,negative,1,Late Flight,1,United,Natemaniac12,0,2/23/15 8:59
5.70E+17,negative,1,Late Flight,0.3456,United,chefpaulcia,0,2/23/15 8:57
5.70E+17,positive,1,,,United,kristen_e_short,0,2/23/15 8:57
5.70E+17,negative,1,Can't Tell,0.3596,United,ganteisan,1,2/23/15 8:55
5.70E+17,negative,0.6667,Cancelled Flight,0.3438,United,bgroberto3246,0,2/23/15 8:54
5.70E+17,negative,1,Late Flight,1,United,gwen1013,1,2/23/15 8:52
5.70E+17,neutral,0.6559,,,United,Lincoln_Arms,0,2/23/15 8:50
5.70E+17,negative,1,Late Flight,1,United,LukeXuanLiu,1,2/23/15 8:50
5.70E+17,positive,0.6333,,0,United,jakebellz,0,2/23/15 8:50
5.70E+17,negative,1,Late Flight,1,United,LukeXuanLiu,0,2/23/15 8:48
5.70E+17,negative,1,Late Flight,0.664,United,JoeSchueller,0,2/23/15 8:48
5.70E+17,negative,1,Late Flight,1,United,LukeXuanLiu,0,2/23/15 8:46
5.70E+17,positive,1,,,United,danazezzo,0,2/23/15 8:46
5.70E+17,negative,1,Late Flight,1,United,kermudgeon,0,2/23/15 8:45
5.70E+17,negative,1,Late Flight,1,United,kermudgeon,0,2/23/15 8:42
5.70E+17,negative,1,Flight Attendant Complaints,0.3784,United,twitarse,0,2/23/15 8:41
5.70E+17,negative,1,Bad Flight,0.6907,United,ganteisan,1,2/23/15 8:38
5.70E+17,negative,1,Late Flight,1,United,BossDDS,1,2/23/15 8:38
5.70E+17,negative,1,Can't Tell,0.6733,United,tinsleyjim,0,2/23/15 8:30
5.70E+17,neutral,0.3505,,0,United,bsaitz,0,2/23/15 8:26
5.70E+17,negative,0.6589,Customer Service Issue,0.6589,United,kristen_e_short,0,2/23/15 8:23
5.70E+17,negative,1,Late Flight,1,United,ahpandya747,0,2/23/15 8:21
5.70E+17,neutral,1,,,United,thepointskid,0,2/23/15 8:19
5.70E+17,negative,1,Flight Attendant Complaints,0.7021,United,cfacekillah,0,2/23/15 8:05
5.70E+17,negative,0.6389,Customer Service Issue,0.6389,United,cslhilo,0,2/23/15 7:55
5.70E+17,negative,1,Customer Service Issue,0.3388,United,generationKYLIE,0,2/23/15 7:55
5.70E+17,negative,0.6545,Customer Service Issue,0.6545,United,jnostrant,0,2/23/15 7:54
5.70E+17,neutral,1,,,United,HargobindV,0,2/23/15 7:52
5.70E+17,negative,0.6821,Customer Service Issue,0.6821,United,micheleliston,0,2/23/15 7:48
5.70E+17,negative,0.6559,Customer Service Issue,0.6559,United,MikeShor,1,2/23/15 7:47
5.70E+17,negative,0.708,Bad Flight,0.3591,United,JohntheKiwi,0,2/23/15 7:47
5.70E+17,negative,0.6923,Can't Tell,0.3516,United,Kris_KAS,0,2/23/15 7:44
5.70E+17,negative,0.6735,Flight Booking Problems,0.3469,United,apharkins,0,2/23/15 7:43
5.70E+17,positive,0.6576,,,United,e_russell,0,2/23/15 7:42
5.70E+17,negative,1,Can't Tell,0.6392,United,ScottHRoth,0,2/23/15 7:38
5.70E+17,negative,1,Customer Service Issue,1,United,jacob_bach,0,2/23/15 7:31
5.70E+17,negative,1,Flight Booking Problems,0.6495,United,christinphillip,0,2/23/15 7:28
5.70E+17,negative,0.68,Customer Service Issue,0.68,United,melonbee,0,2/23/15 7:24
5.70E+17,negative,1,Late Flight,1,United,DanaHFreeman,0,2/23/15 7:23
5.70E+17,negative,1,Customer Service Issue,0.657,United,ErinHughey,0,2/23/15 7:22
5.70E+17,negative,1,Late Flight,0.6421,United,jasoncarpio,0,2/23/15 7:21
5.70E+17,positive,0.6289,,0,United,sentientcheese,0,2/23/15 7:20
5.70E+17,negative,1,Customer Service Issue,0.3481,United,rissels,0,2/23/15 7:16
5.70E+17,negative,1,Lost Luggage,1,United,rissels,0,2/23/15 7:16
5.70E+17,negative,1,Customer Service Issue,0.3463,United,rissels,0,2/23/15 7:15
5.70E+17,negative,1,Late Flight,1,United,debragordon2012,0,2/23/15 7:13
5.70E+17,neutral,1,,,United,adamdpeterson,0,2/23/15 7:12
5.70E+17,negative,0.6771,Late Flight,0.6771,United,HeidiJern,0,2/23/15 7:07
5.70E+17,neutral,0.6763,,0,United,AlMehairiAUH,0,2/23/15 7:05
5.70E+17,negative,1,Lost Luggage,1,United,ErinHughey,0,2/23/15 7:05
5.70E+17,neutral,1,,,United,Ed_Cabello,0,2/23/15 7:04
5.70E+17,neutral,1,,,United,jgedzelman,0,2/23/15 7:04
5.70E+17,negative,1,Bad Flight,0.6304,United,_MikeDWarren_,0,2/23/15 7:03
5.70E+17,neutral,1,,,United,AlMehairiAUH,0,2/23/15 6:59
5.70E+17,neutral,1,,,United,AlMehairiAUH,0,2/23/15 6:58
5.70E+17,positive,1,,,United,RChew_FORR,0,2/23/15 6:54
5.70E+17,neutral,0.6767,,,United,ScottBerry18,0,2/23/15 6:54
5.70E+17,negative,1,Bad Flight,0.6742,United,msu2050,0,2/23/15 6:54
5.70E+17,negative,1,Customer Service Issue,0.3803,United,micheleliston,0,2/23/15 6:50
5.70E+17,negative,1,Flight Booking Problems,0.3564,United,nikodunham,0,2/23/15 6:48
5.70E+17,positive,1,,,United,LindaHotelgal,0,2/23/15 6:46
5.70E+17,negative,1,Customer Service Issue,0.6397,United,Kris_KAS,0,2/23/15 6:42
5.70E+17,negative,1,Cancelled Flight,1,United,sentientcheese,0,2/23/15 6:42
5.70E+17,negative,1,Customer Service Issue,0.6677,United,ProudDevilAlum,0,2/23/15 6:40
5.70E+17,neutral,1,,,United,e_russell,0,2/23/15 6:38
5.70E+17,negative,0.6803,Can't Tell,0.6803,United,CigarNate,0,2/23/15 6:37
5.70E+17,neutral,1,,,United,The5y5Adm1n,0,2/23/15 6:35
5.70E+17,positive,1,,,United,crsmoore,0,2/23/15 6:35
5.70E+17,negative,0.7139,Customer Service Issue,0.3709,United,keithpresser,0,2/23/15 6:32
5.70E+17,negative,1,Cancelled Flight,1,United,generationKYLIE,0,2/23/15 6:31
5.70E+17,negative,0.6782,Customer Service Issue,0.6782,United,unibrowd,0,2/23/15 6:28
5.70E+17,neutral,0.694,,,United,artistanxiety,0,2/23/15 6:28
5.70E+17,negative,1,Can't Tell,0.6919,United,mbelliss,0,2/23/15 6:26
5.70E+17,negative,1,Late Flight,0.6947,United,JackKelleher920,0,2/23/15 6:25
5.70E+17,positive,1,,,United,mbelliss,0,2/23/15 6:23
5.70E+17,neutral,1,,,United,The5y5Adm1n,0,2/23/15 6:23
5.70E+17,negative,1,Customer Service Issue,0.6792,United,mbelliss,0,2/23/15 6:23
5.70E+17,neutral,1,,,United,nicoleleigh85,0,2/23/15 6:21
5.70E+17,negative,1,Bad Flight,0.6804,United,JohntheKiwi,0,2/23/15 6:20
5.70E+17,negative,1,Bad Flight,0.7003,United,JohntheKiwi,0,2/23/15 6:19
5.70E+17,negative,1,Flight Attendant Complaints,0.6517,United,artistanxiety,0,2/23/15 6:18
5.70E+17,negative,1,Customer Service Issue,1,United,Kris_KAS,0,2/23/15 6:18
5.70E+17,negative,0.6466,Late Flight,0.342,United,ScottHRoth,0,2/23/15 6:17
5.70E+17,neutral,1,,,United,chaddock38,0,2/23/15 6:16
5.70E+17,negative,1,Customer Service Issue,0.6792,United,Kris_KAS,0,2/23/15 6:14
5.70E+17,positive,1,,,United,gwen1013,0,2/23/15 6:08
5.70E+17,neutral,0.6444,,0,United,Nic_Thoman23,0,2/23/15 6:07
5.70E+17,neutral,0.6949,,,United,The5y5Adm1n,0,2/23/15 6:06
5.70E+17,positive,1,,,United,adamdpeterson,0,2/23/15 6:04
5.70E+17,negative,1,Customer Service Issue,0.6802,United,TDaulongPerfMgt,0,2/23/15 6:03
5.70E+17,neutral,1,,,United,chaddock38,0,2/23/15 6:02
5.70E+17,negative,1,Late Flight,0.6799,United,scottychadwick,0,2/23/15 5:59
5.70E+17,negative,1,Customer Service Issue,1,United,krichards0488,0,2/23/15 5:57
5.70E+17,negative,1,Customer Service Issue,1,United,craigsmail,0,2/23/15 5:56
5.70E+17,negative,1,Customer Service Issue,0.6651,United,jimbuckley13,0,2/23/15 5:54
5.70E+17,negative,1,Lost Luggage,1,United,artistanxiety,0,2/23/15 5:53
5.70E+17,negative,1,Late Flight,0.6444,United,artistanxiety,0,2/23/15 5:51
5.70E+17,negative,1,Late Flight,1,United,SAlhir,0,2/23/15 5:51
5.70E+17,negative,1,Flight Booking Problems,0.6744,United,TheHos,0,2/23/15 5:49
5.70E+17,negative,1,Flight Booking Problems,0.6966,United,xtin_t,0,2/23/15 5:49
5.70E+17,negative,1,Flight Attendant Complaints,0.6899,United,nikodunham,0,2/23/15 5:47
5.70E+17,negative,1,Customer Service Issue,1,United,mbelliss,0,2/23/15 5:47
5.70E+17,negative,1,Bad Flight,1,United,e_russell,0,2/23/15 5:41
5.70E+17,negative,1,Cancelled Flight,1,United,HeidiJern,0,2/23/15 5:38
5.70E+17,negative,1,Late Flight,1,United,crog,0,2/23/15 5:37
5.70E+17,negative,1,Cancelled Flight,0.3516,United,brendanrd,0,2/23/15 5:32
5.70E+17,neutral,1,,,United,D_WaYnE_01,0,2/23/15 5:32
5.70E+17,negative,1,Late Flight,0.7684,United,MrEschatologist,0,2/23/15 5:29
5.70E+17,neutral,0.6551,,0,United,anthonyNYSSF,0,2/23/15 5:29
5.70E+17,negative,1,Late Flight,1,United,MrEschatologist,0,2/23/15 5:28
5.70E+17,negative,1,Customer Service Issue,0.6667,United,alysabaker,0,2/23/15 5:26
5.70E+17,negative,1,Customer Service Issue,1,United,alysabaker,0,2/23/15 5:26
5.70E+17,neutral,0.6771,,0,United,paulweldele,0,2/23/15 5:24
5.70E+17,negative,1,Lost Luggage,0.6472,United,MikeShor,0,2/23/15 5:22
5.70E+17,negative,1,Can't Tell,0.6474,United,d_goodspeed,0,2/23/15 5:21
5.70E+17,negative,0.6495,Lost Luggage,0.3349,United,fredcarlton,0,2/23/15 5:20
5.70E+17,negative,0.3804,Flight Booking Problems,0.3804,United,hart0277,0,2/23/15 5:12
5.70E+17,negative,1,Flight Booking Problems,1,United,totocol,0,2/23/15 5:10
5.70E+17,negative,1,Can't Tell,0.3456,United,artistanxiety,0,2/23/15 5:10
5.70E+17,negative,1,Can't Tell,0.6606,United,mbelliss,0,2/23/15 5:08
5.70E+17,neutral,0.6291,,,United,DABranco1,0,2/23/15 5:06
5.70E+17,negative,0.7114,Can't Tell,0.3632,United,cfacekillah,0,2/23/15 4:59
5.70E+17,neutral,0.6237,,0,United,nicoleleigh85,0,2/23/15 4:53
5.70E+17,negative,1,Can't Tell,0.6702,United,ShowExpert,0,2/23/15 4:53
5.70E+17,negative,1,Flight Attendant Complaints,1,United,nicoleleigh85,0,2/23/15 4:52
5.70E+17,negative,1,Cancelled Flight,1,United,NicoleIn140,0,2/23/15 4:48
5.70E+17,negative,1,Can't Tell,1,United,alysabaker,0,2/23/15 4:47
5.70E+17,positive,1,,,United,crsmoore,0,2/23/15 4:44
5.70E+17,negative,1,Late Flight,1,United,alysabaker,0,2/23/15 4:43
5.70E+17,negative,1,Customer Service Issue,0.6803,United,alysabaker,0,2/23/15 4:41
5.70E+17,negative,0.6565,Customer Service Issue,0.6565,United,dealswelike,1,2/23/15 4:41
5.70E+17,neutral,0.6495,,,United,idguy,0,2/23/15 4:39
5.70E+17,negative,1,Customer Service Issue,0.6557,United,alysabaker,0,2/23/15 4:38
5.70E+17,neutral,1,,,United,SwtSarandipity,0,2/23/15 4:38
5.70E+17,negative,1,Flight Attendant Complaints,0.6749,United,aleciamastin,0,2/23/15 4:36
5.70E+17,negative,1,Lost Luggage,0.34,United,jeanvirgile,0,2/23/15 4:32
5.70E+17,positive,0.6868,,0,United,tonywhelan,0,2/23/15 4:28
5.70E+17,negative,1,Lost Luggage,0.3476,United,crsmoore,0,2/23/15 4:28
5.70E+17,neutral,0.6861,,0,United,crsmoore,0,2/23/15 4:25
5.70E+17,negative,1,Bad Flight,0.3771,United,gtifreak04,0,2/23/15 4:23
5.70E+17,negative,1,Lost Luggage,0.6871,United,liveitup09,0,2/23/15 4:22
5.70E+17,neutral,1,,,United,RioLongacre,0,2/23/15 4:22
5.70E+17,negative,1,Lost Luggage,1,United,ClareSPhoto,0,2/23/15 4:18
5.70E+17,negative,1,Flight Attendant Complaints,0.3563,United,fredcarlton,0,2/23/15 4:08
5.70E+17,negative,1,Customer Service Issue,1,United,nicoleleigh85,0,2/23/15 4:04
5.70E+17,negative,1,Bad Flight,0.6606,United,steven10093,0,2/23/15 3:53
5.70E+17,neutral,0.6471,,0,United,ohlesliebarker,0,2/23/15 3:51
5.70E+17,negative,0.6839,Customer Service Issue,0.3743,United,notsingirl,0,2/23/15 3:49
5.70E+17,negative,1,Bad Flight,0.3451,United,bmalones44,1,2/23/15 3:43
5.70E+17,neutral,0.6657,,0,United,RaffaellaDom,0,2/23/15 3:43
5.70E+17,positive,1,,,United,TravlnKB,0,2/23/15 3:42
5.70E+17,negative,1,Cancelled Flight,1,United,sarahali,0,2/23/15 3:31
5.70E+17,negative,1,Customer Service Issue,0.6766,United,youfancygirl,0,2/23/15 3:13
5.70E+17,negative,1,Lost Luggage,1,United,PatrickGrubbe,0,2/23/15 3:09
5.70E+17,neutral,1,,,United,thepriceisright,0,2/23/15 3:09
5.70E+17,negative,0.6907,Lost Luggage,0.6907,United,8629Fissile,0,2/23/15 3:08
5.70E+17,negative,0.686,Can't Tell,0.686,United,sarahali,0,2/23/15 3:05
5.70E+17,positive,1,,,United,domdelfino,0,2/23/15 3:05
5.70E+17,negative,1,Lost Luggage,0.6894,United,MarcusLake31,0,2/23/15 3:00
5.70E+17,neutral,0.6596,,0,United,JoeRychalsky,0,2/23/15 2:59
5.70E+17,negative,1,Flight Attendant Complaints,0.6669,United,CoffeeCult448,1,2/23/15 2:57
5.70E+17,negative,1,Cancelled Flight,1,United,sarahali,0,2/23/15 2:55
5.70E+17,negative,1,Late Flight,1,United,priyadarshy,0,2/23/15 2:48
5.70E+17,neutral,0.6652,,0,United,Kwilusz1,0,2/23/15 2:43
5.70E+17,positive,1,,,United,Steinberg1,0,2/23/15 2:39
5.70E+17,positive,1,,,United,Bridget__Walsh,0,2/23/15 2:32
5.70E+17,negative,1,Customer Service Issue,0.702,United,CWWMUK,0,2/23/15 2:25
5.70E+17,negative,0.6543,Late Flight,0.6543,United,Kwilusz1,0,2/23/15 2:23
5.70E+17,negative,1,longlines,0.3684,United,kennykhlee,0,2/23/15 2:09
5.70E+17,neutral,0.664,,,United,The5y5Adm1n,0,2/23/15 1:34
5.70E+17,negative,1,Lost Luggage,0.6853,United,jnml,0,2/23/15 1:32
5.70E+17,negative,0.6363,Flight Booking Problems,0.3417,United,Rapetti,0,2/23/15 1:07
5.70E+17,neutral,0.6684,,,United,The5y5Adm1n,0,2/23/15 1:05
5.70E+17,positive,1,,,United,Veronique956,0,2/23/15 0:54
5.70E+17,negative,1,Can't Tell,0.6854,United,doug_samuel,0,2/23/15 0:52
5.70E+17,neutral,1,,,United,cote_kcote94,0,2/23/15 0:48
5.70E+17,negative,1,Lost Luggage,0.6353,United,TimBouhour,0,2/23/15 0:48
